time_step,hopper_level,belt_speed,flow_rate,olives_weight,label_jam_imminent,vibrator_intensity
7691,20.0,0.514,1.9,290.0,0,0.0
7692,20.0,0.495,1.82,302.8,0,0.0
7693,20.0,0.487,1.11,299.9,0,0.0
7694,20.0,0.486,1.87,310.0,0,0.0
7695,20.0,0.482,1.26,298.5,0,0.0
7696,20.0,0.496,1.61,306.6,0,0.0
7697,20.0,0.487,1.66,308.5,0,0.0
7698,20.0,0.515,2.01,314.7,0,0.0
7699,20.0,0.5,1.45,314.5,0,0.0
7700,20.0,0.492,1.19,301.3,0,0.0
7701,20.0,0.5,1.19,296.3,0,0.0
7702,20.0,0.501,1.51,301.5,0,0.0
7703,20.0,0.502,1.42,308.6,0,0.0
7704,20.0,0.485,1.74,288.2,0,0.0
7705,20.0,0.499,1.04,291.8,0,0.0
7706,20.0,0.5,1.2,314.9,0,0.0
7707,20.0,0.506,1.68,301.6,0,0.0
7708,20.0,0.505,1.08,304.4,0,0.0
7709,20.0,0.51,1.24,314.1,0,0.0
7710,20.0,0.515,1.21,289.7,0,0.0
7711,20.0,0.499,1.86,311.7,0,0.0
7712,20.0,0.494,1.39,294.0,0,0.0
7713,20.0,0.503,1.47,310.6,0,0.0
7714,20.0,0.501,1.98,298.3,0,0.0
7715,20.0,0.511,1.93,309.5,0,0.0
7716,20.0,0.486,1.33,311.9,0,0.0
7717,20.0,0.491,1.19,300.1,0,0.0
7718,20.0,0.518,1.65,288.4,0,0.0
7719,20.0,0.507,1.27,300.5,0,0.0
7720,20.0,0.489,1.82,293.2,0,0.0
7721,20.0,0.486,1.53,298.7,0,0.0
7722,20.0,0.496,1.14,311.0,0,0.0
7723,20.0,0.499,1.66,293.0,0,0.0
7724,20.0,0.515,1.12,286.9,0,0.0
7725,20.0,0.488,1.78,289.5,0,0.0
7726,20.0,0.497,1.74,310.0,0,0.0
7727,20.0,0.52,1.46,313.9,0,0.0
7728,20.0,0.514,1.77,297.4,0,0.0
7729,20.0,0.517,1.98,312.2,0,0.0
7730,20.0,0.485,1.63,299.1,0,0.0
7731,20.0,0.487,1.64,311.3,0,0.0
7732,20.0,0.489,1.38,299.7,0,0.0
7733,20.0,0.505,1.84,312.4,0,0.0
7734,20.0,0.492,1.66,301.3,0,0.0
7735,20.0,0.5,1.29,297.0,0,0.0
7736,20.0,0.516,1.61,292.4,0,0.0
7737,20.0,0.517,1.0,289.9,0,0.0
7738,20.0,0.49,1.09,291.9,0,0.0
7739,20.0,0.496,1.74,301.6,0,0.0
7740,20.0,0.513,1.08,293.7,0,0.0
7741,20.0,0.505,2.02,314.4,0,0.0
7742,20.0,0.518,1.93,306.1,0,0.0
7743,20.0,0.494,1.37,296.5,0,0.0
7744,20.0,0.505,1.67,309.9,0,0.0
7745,20.0,0.491,1.36,301.7,0,0.0
7746,20.0,0.509,1.9,299.1,0,0.0
7747,20.0,0.501,1.64,313.3,0,0.0
7748,20.0,0.497,1.36,292.2,0,0.0
7749,20.0,0.48,1.19,313.6,0,0.0
7750,20.0,0.504,1.44,300.4,0,0.0
7751,20.0,0.504,1.87,300.7,0,0.0
7752,20.0,0.481,1.88,289.0,0,0.0
7753,20.0,0.505,1.56,287.9,0,0.0
7754,20.0,0.517,1.51,291.9,0,0.0
7755,20.0,0.498,1.18,304.0,0,0.0
7756,20.0,0.484,1.5,287.7,0,0.0
7757,20.0,0.513,1.85,291.7,0,0.0
7758,20.0,0.491,1.26,293.9,0,0.0
7759,20.0,0.505,1.46,304.1,0,0.0
7760,20.0,0.493,1.25,306.8,0,0.0
7761,20.0,0.486,1.05,287.2,0,0.0
7762,20.0,0.494,1.49,294.7,0,0.0
7763,20.0,0.498,1.69,292.3,0,0.0
7764,20.0,0.498,1.29,295.8,0,0.0
7765,20.0,0.506,1.34,292.0,0,0.0
7766,20.0,0.512,1.98,306.4,0,0.0
7767,20.0,0.504,1.69,299.4,0,0.0
7768,20.0,0.486,1.6,288.4,0,0.0
7769,20.0,0.513,1.15,295.9,0,0.0
7770,20.0,0.49,1.88,313.1,0,0.0
7771,20.0,0.509,1.49,291.8,0,0.0
7772,20.0,0.494,1.26,295.5,0,0.0
7773,20.0,0.496,1.52,297.9,0,0.0
7774,20.0,0.514,1.57,289.2,0,0.0
7775,20.0,0.485,1.45,298.2,0,0.0
7776,20.0,0.516,1.61,292.3,0,0.0
7777,20.0,0.518,1.5,296.4,0,0.0
7778,20.0,0.51,1.76,308.7,0,0.0
7779,20.0,0.481,1.43,312.4,0,0.0
7780,20.0,0.508,1.99,297.7,0,0.0
7781,20.0,0.513,1.96,303.0,0,0.0
7782,20.0,0.489,1.88,292.4,0,0.0
7783,20.0,0.484,1.27,307.8,0,0.0
7784,20.0,0.518,1.85,313.7,0,0.0
7785,20.0,0.482,1.68,289.8,0,0.0
7786,20.0,0.502,1.38,310.1,0,0.0
7787,20.0,0.503,2.05,309.7,0,0.0
7788,20.0,0.51,1.71,303.7,0,0.0
7789,20.0,0.501,1.24,290.8,0,0.0
7790,20.0,0.495,1.96,310.9,0,0.0
7791,20.0,0.493,1.56,298.5,0,0.0
7792,20.0,0.483,1.67,286.6,0,0.0
7793,20.0,0.486,1.87,308.7,0,0.0
7794,20.0,0.49,1.7,293.5,0,0.0
7795,20.0,0.487,1.24,288.8,0,0.0
7796,20.0,0.518,1.24,286.2,0,0.0
7797,20.0,0.484,1.3,308.2,0,0.0
7798,20.0,0.51,1.61,298.9,0,0.0
7799,20.0,0.518,1.88,298.7,0,0.0
7800,20.0,0.509,2.0,309.6,0,0.0
7801,20.0,0.515,1.77,288.5,0,0.0
7802,20.0,0.485,1.66,290.6,0,0.0
7803,20.0,0.519,1.25,299.6,0,0.0
7804,20.0,0.512,1.98,293.7,0,0.0
7805,20.0,0.483,1.52,308.6,0,0.0
7806,20.0,0.486,1.29,304.7,0,0.0
7807,20.0,0.494,1.79,287.2,0,0.0
7808,20.0,0.492,1.66,299.1,0,0.0
7809,20.0,0.509,1.24,287.0,0,0.0
7810,20.0,0.491,1.61,297.4,0,0.0
7811,20.0,0.515,1.84,287.4,0,0.0
7812,20.0,0.487,1.07,312.0,0,0.0
7813,20.0,0.483,1.91,312.3,0,0.0
7814,20.0,0.515,1.59,285.5,0,0.0
7815,20.0,0.504,1.29,311.3,0,0.0
7816,20.0,0.493,1.13,306.7,0,0.0
7817,20.0,0.5,1.27,295.4,0,0.0
7818,20.0,0.508,1.7,312.4,0,0.0
7819,20.0,0.508,1.17,288.6,0,0.0
7820,20.0,0.482,1.08,287.9,0,0.0
7821,20.0,0.512,1.91,302.5,0,0.0
7822,20.0,0.502,1.08,310.8,0,0.0
7823,20.0,0.49,1.88,314.6,0,0.0
7824,20.0,0.51,1.24,295.3,0,0.0
7825,20.0,0.52,1.7,300.6,0,0.0
7826,20.0,0.483,1.84,287.0,0,0.0
7827,20.0,0.514,1.62,309.2,0,0.0
7828,20.0,0.514,0.98,286.8,0,0.0
7829,20.0,0.493,1.3,296.9,0,0.0
7830,20.0,0.494,1.3,310.9,0,0.0
7831,20.0,0.49,1.16,295.8,0,0.0
7832,20.0,0.487,1.62,294.0,0,0.0
7833,20.0,0.505,1.58,289.3,0,0.0
7834,20.0,0.519,1.54,307.8,0,0.0
7835,20.0,0.517,1.32,291.4,0,0.0
7836,20.0,0.519,1.65,286.8,0,0.0
7837,20.0,0.493,1.89,302.3,0,0.0
7838,20.0,0.517,1.63,291.7,0,0.0
7839,20.0,0.502,1.84,285.8,0,0.0
7840,20.0,0.485,1.67,312.6,0,0.0
7841,20.0,0.498,1.97,297.1,0,0.0
7842,20.0,0.507,1.96,297.0,0,0.0
7843,20.0,0.52,1.43,311.7,0,0.0
7844,20.0,0.51,1.34,301.0,0,0.0
7845,20.0,0.481,1.78,291.1,0,0.0
7846,20.0,0.519,2.08,306.2,0,0.0
7847,20.0,0.498,1.51,312.6,0,0.0
7848,20.0,0.492,1.91,287.8,0,0.0
7849,20.0,0.504,1.85,314.3,0,0.0
7850,20.0,0.519,1.99,292.0,0,0.0
7851,20.0,0.489,1.07,297.2,0,0.0
7852,20.0,0.503,1.74,311.7,0,0.0
7853,20.0,0.496,1.07,309.7,0,0.0
7854,20.0,0.485,1.33,295.8,0,0.0
7855,20.0,0.502,1.37,307.2,0,0.0
7856,20.0,0.508,1.96,290.1,0,0.0
7857,20.0,0.508,1.14,309.1,0,0.0
7858,20.0,0.509,2.0,310.2,0,0.0
7859,20.0,0.504,1.16,289.0,0,0.0
7860,20.0,0.506,1.21,290.4,0,0.0
7861,20.0,0.492,1.77,306.7,0,0.0
7862,20.0,0.52,1.53,293.9,0,0.0
7863,20.0,0.503,1.14,311.8,0,0.0
7864,20.0,0.504,1.92,288.5,0,0.0
7865,20.0,0.503,1.62,293.0,0,0.0
7866,20.0,0.505,1.33,291.4,0,0.0
7867,20.0,0.487,1.39,295.4,0,0.0
7868,20.0,0.487,1.25,286.4,0,0.0
7869,20.0,0.494,1.59,291.8,0,0.0
7870,20.0,0.488,1.69,288.2,0,0.0
7871,20.0,0.495,1.74,289.0,0,0.0
7872,20.0,0.5,1.19,287.1,0,0.0
7873,20.0,0.512,1.32,298.2,0,0.0
7874,20.0,0.509,1.12,287.1,0,0.0
7875,20.0,0.518,1.25,302.3,0,0.0
7876,20.0,0.482,1.48,304.8,0,0.0
7877,20.0,0.5,1.87,298.5,0,0.0
7878,20.0,0.511,1.41,314.9,0,0.0
7879,20.0,0.486,1.21,294.1,0,0.0
7880,20.0,0.514,1.11,291.5,0,0.0
7881,20.0,0.506,1.14,285.6,0,0.0
7882,20.0,0.511,1.05,287.0,0,0.0
7883,20.0,0.517,1.61,312.0,0,0.0
7884,20.0,0.518,1.87,300.2,0,0.0
7885,20.0,0.484,1.82,296.1,0,0.0
7886,20.0,0.51,1.15,286.4,0,0.0
7887,20.0,0.491,1.76,303.3,0,0.0
7888,20.0,0.49,1.66,311.4,0,0.0
7889,20.0,0.514,1.11,290.5,0,0.0
7890,20.0,0.516,1.56,295.6,0,0.0
7891,20.0,0.49,1.91,307.5,0,0.0
7892,20.0,0.488,1.16,295.9,0,0.0
7893,20.0,0.483,1.84,285.1,0,0.0
7894,20.0,0.484,1.86,310.5,0,0.0
7895,20.0,0.492,1.07,289.7,0,0.0
7896,20.0,0.481,1.54,298.2,0,0.0
7897,20.0,0.497,1.09,314.5,0,0.0
7898,20.0,0.482,0.99,305.7,0,0.0
7899,20.0,0.492,1.66,289.5,0,0.0
7900,20.0,0.509,1.88,312.9,0,0.0
7901,20.0,0.518,1.81,299.8,0,0.0
7902,20.0,0.494,1.18,295.6,0,0.0
7903,20.0,0.484,1.17,306.0,0,0.0
7904,20.0,0.52,1.5,299.2,0,0.0
7905,20.0,0.498,1.93,295.0,0,0.0
7906,20.0,0.519,1.16,298.5,0,0.0
7907,20.0,0.49,1.6,296.2,0,0.0
7908,20.0,0.489,1.05,287.0,0,0.0
7909,20.0,0.515,1.79,304.4,0,0.0
7910,20.0,0.482,1.23,298.4,0,0.0
7911,20.0,0.501,1.14,289.1,0,0.0
7912,20.0,0.495,1.32,288.9,0,0.0
7913,20.0,0.519,1.64,301.7,0,0.0
7914,20.0,0.504,1.06,288.5,0,0.0
7915,20.0,0.49,1.05,294.4,0,0.0
7916,20.0,0.489,1.86,301.9,0,0.0
7917,20.0,0.503,1.47,293.3,0,0.0
7918,20.0,0.508,1.83,306.0,0,0.0
7919,20.0,0.501,1.37,295.1,0,0.0
7920,20.0,0.512,1.3,307.1,0,0.0
7921,20.0,0.505,1.25,298.3,0,0.0
7922,20.0,0.512,1.5,303.3,0,0.0
7923,20.0,0.51,1.83,292.1,0,0.0
7924,20.0,0.493,1.07,310.3,0,0.0
7925,20.0,0.512,1.56,305.4,0,0.0
7926,20.0,0.483,1.19,312.7,0,0.0
7927,20.0,0.514,1.65,311.0,0,0.0
7928,20.0,0.488,1.57,301.1,0,0.0
7929,20.0,0.513,1.78,309.8,0,0.0
7930,20.0,0.512,1.22,307.6,0,0.0
7931,20.0,0.515,1.52,306.4,0,0.0
7932,20.0,0.485,1.25,286.1,0,0.0
7933,20.0,0.5,1.29,286.7,0,0.0
7934,20.0,0.481,1.34,301.5,0,0.0
7935,20.0,0.503,1.92,307.6,0,0.0
7936,20.0,0.517,1.91,293.2,0,0.0
7937,20.0,0.495,1.65,299.7,0,0.0
7938,20.0,0.493,1.46,308.6,0,0.0
7939,20.0,0.483,1.11,300.2,0,0.0
7940,20.0,0.493,1.42,289.1,0,0.0
7941,20.0,0.514,1.4,314.0,0,0.0
7942,20.0,0.488,1.24,312.2,0,0.0
7943,20.0,0.484,1.13,288.8,0,0.0
7944,20.0,0.499,1.13,310.8,0,0.0
7945,20.0,0.512,1.75,296.9,0,0.0
7946,20.0,0.518,1.99,310.0,0,0.0
7947,20.0,0.503,1.55,309.0,0,0.0
7948,20.0,0.488,1.54,300.8,0,0.0
7949,20.0,0.49,1.57,305.4,0,0.0
7950,20.0,0.498,1.75,295.2,0,0.0
7951,20.0,0.484,1.57,288.8,0,0.0
7952,20.0,0.481,1.23,286.4,0,0.0
7953,20.0,0.508,1.35,306.1,0,0.0
7954,20.0,0.492,1.19,290.9,0,0.0
7955,20.0,0.48,1.46,288.4,0,0.0
7956,20.0,0.52,1.44,289.4,0,0.0
7957,20.0,0.482,1.81,303.3,0,0.0
7958,20.0,0.49,1.08,293.3,0,0.0
7959,20.0,0.503,1.54,290.5,0,0.0
7960,20.0,0.501,0.97,285.1,0,0.0
7961,20.0,0.512,1.84,285.6,0,0.0
7962,20.0,0.482,1.9,302.0,0,0.0
7963,20.0,0.514,1.64,312.6,0,0.0
7964,20.0,0.482,1.54,297.4,0,0.0
7965,20.0,0.508,1.48,285.5,0,0.0
7966,20.0,0.513,1.68,291.4,0,0.0
7967,20.0,0.5,1.38,291.7,0,0.0
7968,20.0,0.494,1.19,292.7,0,0.0
7969,20.0,0.487,0.98,295.0,0,0.0
7970,20.0,0.504,1.29,295.1,0,0.0
7971,20.0,0.485,1.08,291.1,0,0.0
7972,20.0,0.512,1.37,302.6,0,0.0
7973,20.0,0.49,1.35,303.6,0,0.0
7974,20.0,0.503,1.93,292.5,0,0.0
7975,20.0,0.497,1.53,293.0,0,0.0
7976,20.0,0.505,1.04,289.5,0,0.0
7977,20.0,0.498,1.3,296.9,0,0.0
7978,20.0,0.485,1.68,312.3,0,0.0
7979,20.0,0.487,1.55,288.4,0,0.0
7980,20.0,0.482,1.28,307.4,0,0.0
7981,20.0,0.501,1.65,297.2,0,0.0
7982,20.0,0.5,1.42,298.6,0,0.0
7983,20.0,0.504,1.65,288.2,0,0.0
7984,20.0,0.506,1.63,297.0,0,0.0
7985,20.0,0.48,1.34,304.8,0,0.0
7986,20.0,0.509,1.99,301.4,0,0.0
7987,20.0,0.505,1.12,308.8,0,0.0
7988,20.0,0.482,1.32,300.9,0,0.0
7989,20.0,0.512,1.28,293.8,0,0.0
7990,20.0,0.485,0.99,288.8,0,0.0
7991,20.0,0.504,1.75,295.8,0,0.0
7992,20.0,0.509,1.65,290.5,0,0.0
7993,20.0,0.519,1.91,303.3,0,0.0
7994,20.0,0.502,1.98,313.4,0,0.0
7995,20.0,0.483,0.99,285.1,0,0.0
7996,20.0,0.506,1.82,307.3,0,0.0
7997,20.0,0.51,1.25,313.2,0,0.0
7998,20.0,0.485,1.13,308.0,0,0.0
7999,20.0,0.485,1.27,307.6,0,0.0
8000,20.0,0.49,1.97,309.6,0,0.0
8001,20.0,0.501,0.99,291.4,0,0.0
8002,20.0,0.498,1.62,289.3,0,0.0
8003,20.0,0.509,1.29,299.3,0,0.0
8004,20.0,0.496,1.9,295.8,0,0.0
8005,20.0,0.482,1.35,301.7,0,0.0
8006,20.0,0.506,1.4,289.1,0,0.0
8007,20.0,0.518,1.8,298.5,0,0.0
8008,20.0,0.518,1.99,289.3,0,0.0
8009,20.0,0.484,1.21,301.8,0,0.0
8010,20.0,0.492,1.54,302.9,0,0.0
8011,20.0,0.508,1.38,285.6,0,0.0
8012,20.0,0.481,1.52,314.3,0,0.0
8013,20.0,0.517,1.81,303.9,0,0.0
8014,20.0,0.482,0.95,289.4,0,0.0
8015,20.0,0.506,1.24,298.1,0,0.0
8016,20.0,0.49,1.63,287.1,0,0.0
8017,20.0,0.516,2.0,310.6,0,0.0
8018,20.0,0.495,1.41,310.9,0,0.0
8019,20.0,0.485,1.02,287.3,0,0.0
8020,20.0,0.519,1.44,287.2,0,0.0
8021,20.0,0.498,1.66,286.3,0,0.0
8022,20.0,0.496,1.02,294.2,0,0.0
8023,20.0,0.514,1.73,304.2,0,0.0
8024,20.0,0.484,1.38,295.9,0,0.0
8025,20.0,0.497,1.57,294.6,0,0.0
8026,20.0,0.492,1.82,299.3,0,0.0
8027,20.0,0.5,2.03,313.1,0,0.0
8028,20.0,0.511,1.38,305.3,0,0.0
8029,20.0,0.504,1.89,285.1,0,0.0
8030,20.0,0.483,1.79,291.6,0,0.0
8031,20.0,0.501,1.44,310.7,0,0.0
8032,20.0,0.516,1.04,296.4,0,0.0
8033,20.0,0.486,1.77,303.0,0,0.0
8034,20.0,0.5,1.84,308.1,0,0.0
8035,20.0,0.5,1.96,313.1,0,0.0
8036,20.0,0.49,1.96,308.4,0,0.0
8037,20.0,0.507,1.59,295.2,0,0.0
8038,20.0,0.501,1.7,314.7,0,0.0
8039,20.0,0.509,1.91,306.9,0,0.0
8040,20.0,0.52,2.1,309.8,0,0.0
8041,20.0,0.493,1.57,298.9,0,0.0
8042,20.0,0.494,1.49,286.5,0,0.0
8043,20.0,0.515,1.93,301.8,0,0.0
8044,20.0,0.512,1.18,286.0,0,0.0
8045,20.0,0.51,1.38,307.7,0,0.0
8046,20.0,0.49,1.11,304.4,0,0.0
8047,20.0,0.488,1.66,291.5,0,0.0
8048,20.0,0.506,1.53,312.6,0,0.0
8049,20.0,0.488,1.15,306.4,0,0.0
8050,20.0,0.507,1.03,300.6,0,0.0
8051,20.0,0.502,1.35,294.8,0,0.0
8052,20.0,0.491,1.48,290.6,0,0.0
8053,20.0,0.493,1.32,291.6,0,0.0
8054,20.0,0.509,1.78,303.5,0,0.0
8055,20.0,0.516,1.6,308.8,0,0.0
8056,20.0,0.504,1.8,308.1,0,0.0
8057,20.0,0.49,1.74,294.9,0,0.0
8058,20.0,0.487,1.99,311.1,0,0.0
8059,20.0,0.491,1.28,295.2,0,0.0
8060,20.0,0.502,1.59,308.4,0,0.0
8061,20.0,0.483,1.56,290.6,0,0.0
8062,20.0,0.515,1.04,292.4,0,0.0
8063,20.0,0.483,1.31,295.3,0,0.0
8064,20.0,0.491,1.39,314.7,0,0.0
8065,20.0,0.515,1.08,306.1,0,0.0
8066,20.0,0.506,1.54,293.9,0,0.0
8067,20.0,0.497,1.99,310.2,0,0.0
8068,20.0,0.506,1.42,290.3,0,0.0
8069,20.0,0.506,1.71,314.3,0,0.0
8070,20.0,0.499,1.1,302.6,0,0.0
8071,20.0,0.505,1.11,293.3,0,0.0
8072,20.0,0.52,1.73,309.5,0,0.0
8073,20.0,0.493,1.58,309.8,0,0.0
8074,20.0,0.492,1.45,301.3,0,0.0
8075,20.0,0.5,1.32,297.6,0,0.0
8076,20.0,0.51,1.93,299.6,0,0.0
8077,20.0,0.519,1.44,310.2,0,0.0
8078,20.0,0.512,1.99,292.4,0,0.0
8079,20.0,0.509,1.59,286.5,0,0.0
8080,20.0,0.502,1.33,289.4,0,0.0
8081,20.0,0.498,1.1,309.0,0,0.0
8082,20.0,0.488,1.96,300.9,0,0.0
8083,20.0,0.513,1.76,303.6,0,0.0
8084,20.0,0.508,1.65,299.6,0,0.0
8085,20.0,0.495,1.13,292.3,0,0.0
8086,20.0,0.495,1.65,309.3,0,0.0
8087,20.0,0.5,1.57,311.3,0,0.0
8088,20.0,0.499,1.68,308.8,0,0.0
8089,20.0,0.487,1.15,285.8,0,0.0
8090,20.0,0.502,1.88,291.0,0,0.0
8091,20.0,0.488,1.27,310.4,0,0.0
8092,20.0,0.487,1.37,291.9,0,0.0
8093,20.0,0.508,1.92,300.3,0,0.0
8094,20.0,0.504,1.83,291.6,0,0.0
8095,20.0,0.514,1.72,299.2,0,0.0
8096,20.0,0.508,1.09,292.6,0,0.0
8097,20.0,0.5,1.73,293.0,0,0.0
8098,20.0,0.498,1.51,307.2,0,0.0
8099,20.0,0.514,1.32,310.1,0,0.0
8100,20.0,0.501,1.99,306.9,0,0.0
8101,20.0,0.492,1.27,298.3,0,0.0
8102,20.0,0.507,1.34,304.3,0,0.0
8103,20.0,0.501,1.27,299.5,0,0.0
8104,20.0,0.514,1.87,310.3,0,0.0
8105,20.0,0.49,1.42,313.3,0,0.0
8106,20.0,0.487,1.85,290.9,0,0.0
8107,20.0,0.514,2.03,312.0,0,0.0
8108,20.0,0.502,1.31,312.8,0,0.0
8109,20.0,0.504,1.66,302.2,0,0.0
8110,20.0,0.487,1.3,307.1,0,0.0
8111,20.0,0.507,1.09,306.7,0,0.0
8112,20.0,0.518,1.79,311.6,0,0.0
8113,20.0,0.504,1.58,310.3,0,0.0
8114,20.0,0.501,1.39,303.4,0,0.0
8115,20.0,0.485,1.19,286.9,0,0.0
8116,20.0,0.51,1.82,306.1,0,0.0
8117,20.0,0.51,1.36,305.9,0,0.0
8118,20.0,0.512,1.11,306.1,0,0.0
8119,20.0,0.49,1.34,295.9,0,0.0
8120,20.0,0.5,1.06,286.1,0,0.0
8121,20.0,0.502,1.62,304.7,0,0.0
8122,20.0,0.488,1.87,308.1,0,0.0
8123,20.0,0.512,1.58,312.6,0,0.0
8124,20.0,0.486,1.87,302.5,0,0.0
8125,20.0,0.487,1.9,300.5,0,0.0
8126,20.0,0.488,1.25,310.9,0,0.0
8127,20.0,0.496,1.6,294.0,0,0.0
8128,20.0,0.494,1.71,301.4,0,0.0
8129,20.0,0.487,1.78,294.1,0,0.0
8130,20.0,0.495,1.52,309.7,0,0.0
8131,20.0,0.514,1.44,291.3,0,0.0
8132,20.0,0.482,1.42,291.7,0,0.0
8133,20.0,0.488,1.74,302.0,0,0.0
8134,20.0,0.483,1.0,286.8,0,0.0
8135,20.0,0.492,1.13,306.8,0,0.0
8136,20.0,0.488,1.49,299.5,0,0.0
8137,20.0,0.518,1.85,285.6,0,0.0
8138,20.0,0.512,1.11,288.5,0,0.0
8139,20.0,0.505,1.5,295.5,0,0.0
8140,20.0,0.519,1.95,290.1,0,0.0
8141,20.0,0.496,1.06,307.3,0,0.0
8142,20.0,0.486,1.16,311.5,0,0.0
8143,20.0,0.515,1.57,300.1,0,0.0
8144,20.0,0.515,1.47,299.1,0,0.0
8145,20.0,0.506,1.8,312.7,0,0.0
8146,20.0,0.492,1.17,285.4,0,0.0
8147,20.0,0.5,1.55,295.5,0,0.0
8148,20.0,0.499,1.85,289.6,0,0.0
8149,20.0,0.49,1.69,307.2,0,0.0
8150,20.0,0.501,1.15,296.9,0,0.0
8151,20.0,0.508,1.95,289.8,0,0.0
8152,20.0,0.486,1.18,312.7,0,0.0
8153,20.0,0.518,1.62,309.7,0,0.0
8154,20.0,0.486,1.76,301.2,0,0.0
8155,20.0,0.511,1.7,292.7,0,0.0
8156,20.0,0.514,1.44,311.9,0,0.0
8157,20.0,0.518,1.21,296.6,0,0.0
8158,20.0,0.512,1.08,296.7,0,0.0
8159,20.0,0.499,1.6,287.5,0,0.0
8160,20.0,0.508,1.4,287.2,0,0.0
8161,20.0,0.485,1.53,312.6,0,0.0
8162,20.0,0.516,1.16,294.9,0,0.0
8163,20.0,0.511,2.0,313.3,0,0.0
8164,20.0,0.518,1.36,286.5,0,0.0
8165,20.0,0.508,1.64,291.2,0,0.0
8166,20.0,0.499,1.11,313.8,0,0.0
8167,20.0,0.483,1.5,288.5,0,0.0
8168,20.0,0.519,1.56,288.4,0,0.0
8169,20.0,0.5,1.87,314.6,0,0.0
8170,20.0,0.512,1.1,295.3,0,0.0
8171,20.0,0.498,1.7,290.9,0,0.0
8172,20.0,0.49,1.89,289.1,0,0.0
8173,20.0,0.486,1.67,309.4,0,0.0
8174,20.0,0.519,1.37,308.3,0,0.0
8175,20.0,0.48,1.81,309.1,0,0.0
8176,20.0,0.517,1.66,302.8,0,0.0
8177,20.0,0.513,1.93,291.2,0,0.0
8178,20.0,0.508,1.4,290.4,0,0.0
8179,20.0,0.491,1.44,311.9,0,0.0
8180,20.0,0.497,1.78,313.9,0,0.0
8181,20.0,0.509,2.02,303.6,0,0.0
8182,20.0,0.512,1.52,308.0,0,0.0
8183,20.0,0.489,1.29,294.0,0,0.0
8184,20.0,0.48,1.03,293.6,0,0.0
8185,20.0,0.505,2.07,311.0,0,0.0
8186,20.0,0.484,0.97,285.2,0,0.0
8187,20.0,0.496,1.55,298.7,0,0.0
8188,20.0,0.507,1.83,311.0,0,0.0
8189,20.0,0.485,1.3,294.7,0,0.0
8190,20.0,0.494,1.21,301.8,0,0.0
8191,20.0,0.502,1.08,286.6,0,0.0
8192,20.0,0.488,1.86,303.9,0,0.0
8193,20.0,0.52,1.77,314.9,0,0.0
8194,20.0,0.514,1.52,307.3,0,0.0
8195,20.0,0.518,1.55,310.8,0,0.0
8196,20.0,0.494,0.93,287.5,0,0.0
8197,20.0,0.516,1.11,306.2,0,0.0
8198,20.0,0.503,1.66,287.7,0,0.0
8199,20.0,0.515,1.84,288.0,0,0.0
8200,20.0,0.48,1.31,288.5,0,0.0
8201,20.0,0.515,1.73,306.6,0,0.0
8202,20.0,0.504,1.06,302.7,0,0.0
8203,20.0,0.495,1.92,314.7,0,0.0
8204,20.0,0.509,1.85,305.8,0,0.0
8205,20.0,0.486,1.09,306.3,0,0.0
8206,20.0,0.518,1.65,294.1,0,0.0
8207,20.0,0.495,1.78,288.2,0,0.0
8208,20.0,0.5,1.85,286.6,0,0.0
8209,20.0,0.487,1.87,286.5,0,0.0
8210,20.0,0.509,1.93,305.3,0,0.0
8211,20.0,0.516,1.8,308.4,0,0.0
8212,20.0,0.51,1.04,291.3,0,0.0
8213,20.0,0.489,1.29,286.5,0,0.0
8214,20.0,0.519,1.45,295.1,0,0.0
8215,20.0,0.494,1.96,296.1,0,0.0
8216,20.0,0.491,1.08,313.6,0,0.0
8217,20.0,0.497,1.76,311.5,0,0.0
8218,20.0,0.485,1.27,304.4,0,0.0
8219,20.0,0.506,1.33,306.2,0,0.0
8220,20.0,0.499,1.95,314.3,0,0.0
8221,20.0,0.5,1.43,313.3,0,0.0
8222,20.0,0.495,1.85,287.4,0,0.0
8223,20.0,0.491,1.61,304.3,0,0.0
8224,20.0,0.515,1.26,312.2,0,0.0
8225,20.0,0.486,1.73,286.3,0,0.0
8226,20.0,0.498,1.88,315.0,0,0.0
8227,20.0,0.506,1.63,304.6,0,0.0
8228,20.0,0.517,1.92,297.1,0,0.0
8229,20.0,0.493,1.06,307.2,0,0.0
8230,20.0,0.501,1.59,299.2,0,0.0
8231,20.0,0.5,1.09,295.6,0,0.0
8232,20.0,0.499,1.37,286.6,0,0.0
8233,20.0,0.507,1.41,291.5,0,0.0
8234,20.0,0.493,1.88,287.3,0,0.0
8235,20.0,0.487,1.56,303.9,0,0.0
8236,20.0,0.507,1.87,290.1,0,0.0
8237,20.0,0.511,1.23,291.2,0,0.0
8238,20.0,0.501,1.69,291.6,0,0.0
8239,20.0,0.495,1.31,314.3,0,0.0
8240,20.0,0.511,1.66,289.3,0,0.0
8241,20.0,0.505,1.69,311.7,0,0.0
8242,20.0,0.497,1.53,295.5,0,0.0
8243,20.0,0.5,1.89,299.3,0,0.0
8244,20.0,0.507,1.51,285.0,0,0.0
8245,20.0,0.518,1.95,308.7,0,0.0
8246,20.0,0.52,1.58,309.5,0,0.0
8247,20.0,0.515,1.92,300.1,0,0.0
8248,20.0,0.516,1.63,304.5,0,0.0
